"レビュータイプ","商品名","レビュー詳細URL","評価","投稿時間","タイトル","レビュー本文","フラグ","注文番号","未対応フラグ"
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974c-gd5qpd_1_3899427732/","4","2026/04/05 19:32:32","","ケース入りなので、行方不明にならずにすみそうです。","0","354660-20260301-0615609834",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974x-2tvc10_1_3966509210/","5","2026/03/31 23:39:43","","本日商品が到着しました。
娘が実際に使用してみたところ、非常に切りやすく、爪が飛び散らない点も良かったとのことです。
使い勝手の良い商品だと思います。
ありがとうございました。","0","354660-20260328-0832816224",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974f-itlkqh_1_3906477739/","4","2026/03/31 23:18:43","","普段は100均の物を使用していましたが、とても使いやすい商品でした。
また買い替える際は購入しようと思います。","0","354660-20260305-0771710519",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974t-8f4a1_2_3954408989/","5","2026/03/29 18:26:50","","Sを買いました。切れ味良いと思います。Lにすれば良かったです。リピします。","0","354660-20260323-0037415560",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i9743-ixtfq5_1_3950247424/","5","2026/03/25 22:53:47","","よく切れて使い心地も最高です。大変満足しています。","0","354660-20260321-0780614046",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974m-hpkgcl_1_3936372684/","5","2026/03/15 14:13:17","爪かすがこぼれない","爪切りの切れ味がいい。
また爪切りしたかすをためて置く部分があり、すごくいい。今まではこぼれていた。
爪とぎもすごくフィットしている感じでいいです。後、ケースも頑丈でいいです。","0","354660-20260313-0701112868",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974f-em7l51_1_3915156422/","4","2026/03/15 11:21:44","","問題なく使用できますが少し切れ味が悪い気がします。","0","354660-20260305-0452211340",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974f-g77v2l_1_3915560438/","4","2026/03/14 22:59:47","","今まで安い爪切りばかり買っていましたが子供の爪など切りにくく、評価の良かったこちらを購入してみました。とても切りやすいですし、グレーにしましたが落ち着いた色で気に入りました。","0","354660-20260305-0618511300",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974j-1wbvve_1_3932533781/","5","2026/03/13 17:56:00","悩むなら買うべき","今まで使っていた物とは数段に使いやすいです
ケース付きで高級感ありで善きです","0","354660-20260310-0294112735",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974j-bqim37_1_3929386731/","4","2026/03/12 14:35:22","","今まで安い爪切りを使っていたので、切れ味も良く満足しています。時期的な問題かもしれませんが、静電気で爪がくっついてしまい、溜まった爪を捨てづらいのが残念です。また蓋のクッション？がとれていたので、自分でつけようと思います。","0","354660-20260310-0220612508",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974f-cdxedd_1_3907757157/","5","2026/03/10 21:09:51","","到着時点で刃に粗が無く、切れ味がたいへん良く満足しました！
切れ味の劣化次第ではまた購入を検討しようと思います。","0","354660-20260305-0313910862",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974i-kyqjga_1_3921995605/","5","2026/03/10 19:58:46","リピート","グレーSサイズ、高級感もあり、こちらを使うと二枚爪にもならずストレスフリーになりました。ヤスリだけではやはり大変だったので爪切りを。
こちらはリピートになります。ビジュもいいです。","0","354660-20260308-0963511561",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974f-ho72lr_1_3911233683/","5","2026/03/08 13:59:14","","軽く切れて、使いやすい
ブロンズかわいいです","0","354660-20260305-0699110952",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i974g-7hdog3_1_3916585903/","5","2026/03/07 12:00:17","","3年前にこちらで購入した爪切りが今でも使っていますが、他のショップで購入した爪切りの切れ味が悪かったり、掃除をしていて失くなってしまったりで新しい爪切りを新調しようと思い履歴を辿ってブロンズのLサイズを購入しま
した。新しいので切れ味が良さそうです。","0","354660-20260306-0502511425",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i9747-e9ipsg_1_3904289484/","5","2026/03/07 5:58:18","","軽量コンパクトで機能的でとても使い易いです。","0","354660-20260304-0427210498",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97x0-e74m8h_1_3891255024/","5","2026/02/28 8:04:22","","とても切れ味がよくて、切った爪も収納スペースに、入って周りに散らからなくてとても良い。缶ケースもとてもシンプルでよかった
爪切りニッパーも切れ味が良く、手に馴染みやすかった。","0","354660-20260224-0438309299",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97w4-h5wa1w_1_3887478004/","5","2026/02/27 7:41:04","","固くないので切りやすく、切り口もギザギザしません。買ってよかったです","0","354660-20260222-0696808831",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wx-1ns2yt_1_3881407291/","4","2026/02/24 11:27:10","","切りやすいです。しっかりしてます。色も高級感あります！","0","354660-20260220-0275008527",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wy-amt8um_2_3884500439/","5","2026/02/23 19:49:50","良く切れます！","よく切れます！ヤスリもキメ細やかで、使いやすいです。
ケース入りでおしゃれな感じ。長年使っていたものが切れなくなったので購入しました。
強いて言うなら、ケースから取る時半月の穴からは取れせず爪切りの取っ手を持ち上げて取りました。色もシャンパンゴールドで落ち着いた感じで良かったです。ケースと合わせるならシルバーも良いかもね。","0","354660-20260221-0090308933",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wt-b731j7_1_3873686953/","5","2026/02/22 16:42:27","ケースも便利","ケースに入っているので持ち運びもしやすいです
よく切れます","0","354660-20260215-0196007552",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wx-f4po1s_1_3880457404/","4","2026/02/22 8:13:24","","注文して、翌日に届くという素早さ！ありがとうございます！
他の方のレビューにもある様に本当に軽い力で切れます
ヤスリが上手く型にはまっていなかったでしょう、その形に缶がボコボコになっていたので切なかった分、星一つ減らさせていただきました","0","354660-20260220-0602308394",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wn-rqmca_2_3857983762/","4","2026/02/20 18:26:31","","切りやすいと夫が絶賛。
ケースに入ってるのが良い。","0","354660-20260207-0041406085",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wp-f5wr9o_1_3862200618/","4","2026/02/20 15:57:10","","ちょっと重かったかなという点と、皮を切りそうになったこともあるので若干使いづらかったです。","0","354660-20260209-0575906204",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wp-gwq9mk_1_3862075779/","5","2026/02/12 1:10:03","","すごくしっかりしてました！
切りやすかったです！","0","354660-20260209-0657806163",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97uf-gaym7x_1_3831512774/","5","2026/02/11 19:54:02","","本当によく切れます！
最初使い方を考えましたがちゃんと使えました
","0","354660-20260125-0607903376",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wl-eh5ojx_1_3849009694/","4","2026/02/09 20:04:34","","百均の爪切りを長年使っていましたが、使い勝手が悪くこちらを購入。切れ味は問題なしです。収納箱もあるのも助かります。","0","354660-20260204-0442605272",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97wm-c0ul8h_1_3850549557/","5","2026/02/07 10:17:28","切れ味最高の爪切り","切れ味最高の爪切りです。とても切りやすいです。
なかなか良い爪切りに出会えなかったので、
とても嬉しいです。","0","354660-20260205-0303705443",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97ui-i49ecs_1_3836377018/","5","2026/02/02 16:14:20","今年一番の感動","切れ味バツグンとても感動してます。爪切りなんてなんでも一緒だろうと思ってましたがこんなに違うなんて感動レベルです。もっと早く気づけばと思ってます。","0","354660-20260128-0782803646",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97ug-9f5xk_3_3832368540/","5","2026/01/31 14:36:46","","娘が使っており　とても使いやすく購入させていただきました。
大変満足しております。","0","354660-20260126-0003803631",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97ug-ar4wd4_1_3833513432/","5","2026/01/29 22:18:20","","気持ち良い切れ味です。使いやすく、買って良かったです。","0","354660-20260126-0102403690",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i97uc-kz2ixf_1_3821711035/","5","2026/01/26 23:29:10","爪切りが気持ちいい","今まで使っていた爪切りとは全く切れ味が違くて、おすすめです。","0","354660-20260121-0966402441",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i9awf-294szm_1_3692274646/","5","2026/01/25 19:57:37","","大変満足しています。品物も良かったです。","0","354660-20251125-0791040797",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976w-fyyums_1_3800436111/","4","2026/01/25 17:15:55","","切れ味とハンドリングが良いのでとても使いやすいです","0","354660-20260111-0601200782",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976z-fxlfb9_1_3810685847/","5","2026/01/25 15:11:15","","商品すぐに届きました。
重みもあり、ブレずに良く切れます。
爪ヤスリも良い感じで、オススメです。
","0","354660-20260115-0598701566",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976z-bw6895_1_3810103000/","4","2026/01/18 13:59:00","ゾンデ様々","高級感が感じられます。使用した事のないゾンデも購入しました。足の親指爪内、外側に黒い粕が溜まり、難儀してました。たまに爪を切り過ぎたりもしてました。","0","354660-20260115-0234801594",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976u-cm48x9_1_3793639021/","4","2026/01/18 10:50:45","","切れ味良いです。ヤスリも使いやすいです。","0","354660-20260109-0332500322",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976z-h4yoww_1_3811382119/","4","2026/01/18 10:16:11","","直ぐに届きました。
ちょっと重いなと思うけど、スムーズに爪が切れるし、爪ヤスリが付いて専用ケースにスッキリ収納出来るのが良いですね。","0","354660-20260115-0723801595",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976u-xsvnu_2_3793411025/","5","2026/01/15 21:23:14","","爪切りが綺麗にボックスに収納されているのが新鮮でした。スパスパと切れるので、爪に負荷がかからずとても良いです。2サイズ購入したので、爪の大きさに合わせて使い分けています。","0","354660-20260109-0055000361",""
"商品レビュー","【 楽天1位受賞★レビュー特典付き 】＼クーポンで最大20％OFF！／爪切り 高級 ケース付き つめきり 巻き爪 飛び散らない プラス 微粒やすり 飛び散り防止 滑り止め爪切り 手足用 高品質爪切り RP1 PKT3-2F","https://review.rakuten.co.jp/item/1/354660_10001158/epqr-i976v-biogpd_1_3799129145/","5","2026/01/14 0:17:21","注文番号：
354660-2026011","よく切れる爪切りです。
今まで使用していた爪切りと比較すると、全体的に購入感があります。グレーを購入しましたが黒もかっこいいかもです。
ケースにも入っていて、ヤスリも同梱でちょっとしたプレゼントにも良いです。","0","354660-20260110-0202500762",""
